segment,uri,start,end,speaker,verification,identification,id
id10698\iDCW6C8g2x0\00013.wav,Lisa_Rinna/iDCW6C8g2x0,198.5,206.1,Lisa_Rinna,dev,trn,id10698
id10698\iDCW6C8g2x0\00015.wav,Lisa_Rinna/iDCW6C8g2x0,207.8,215.5,Lisa_Rinna,dev,trn,id10698
id10698\iDCW6C8g2x0\00021.wav,Lisa_Rinna/iDCW6C8g2x0,322.1,329.2,Lisa_Rinna,dev,trn,id10698
id10698\iDCW6C8g2x0\00022.wav,Lisa_Rinna/iDCW6C8g2x0,329.7,339.3,Lisa_Rinna,dev,trn,id10698
id10698\n-slXyfstHk\00003.wav,Lisa_Rinna/n-slXyfstHk,96.4,103.8,Lisa_Rinna,dev,tst,id10698
id10698\n-slXyfstHk\00005.wav,Lisa_Rinna/n-slXyfstHk,127.6,134.3,Lisa_Rinna,dev,tst,id10698
id10699\7BczGYz77eo\00004.wav,Lisa_Whelchel/7BczGYz77eo,59.4,67.1,Lisa_Whelchel,dev,dev,id10699
id10699\W7CV5ali2Vw\00001.wav,Lisa_Whelchel/W7CV5ali2Vw,4.5,13.6,Lisa_Whelchel,dev,trn,id10699
id10699\W7CV5ali2Vw\00002.wav,Lisa_Whelchel/W7CV5ali2Vw,17.2,26.8,Lisa_Whelchel,dev,trn,id10699
id10699\W7CV5ali2Vw\00003.wav,Lisa_Whelchel/W7CV5ali2Vw,38.3,44.5,Lisa_Whelchel,dev,trn,id10699
id10699\W7CV5ali2Vw\00005.wav,Lisa_Whelchel/W7CV5ali2Vw,54.1,62.9,Lisa_Whelchel,dev,trn,id10699
id10699\W7CV5ali2Vw\00011.wav,Lisa_Whelchel/W7CV5ali2Vw,108.5,114.7,Lisa_Whelchel,dev,trn,id10699
id10699\W7CV5ali2Vw\00012.wav,Lisa_Whelchel/W7CV5ali2Vw,115.6,124.6,Lisa_Whelchel,dev,trn,id10699
id10699\hd4GULc4SY4\00002.wav,Lisa_Whelchel/hd4GULc4SY4,12.0,22.0,Lisa_Whelchel,dev,trn,id10699
id10699\hd4GULc4SY4\00004.wav,Lisa_Whelchel/hd4GULc4SY4,36.8,45.8,Lisa_Whelchel,dev,trn,id10699
id10699\hd4GULc4SY4\00006.wav,Lisa_Whelchel/hd4GULc4SY4,91.4,99.0,Lisa_Whelchel,dev,trn,id10699
id10699\osKRJvoF-K8\00002.wav,Lisa_Whelchel/osKRJvoF-K8,279.1,285.6,Lisa_Whelchel,dev,trn,id10699
id10699\osKRJvoF-K8\00004.wav,Lisa_Whelchel/osKRJvoF-K8,410.3,417.0,Lisa_Whelchel,dev,trn,id10699
id10699\osKRJvoF-K8\00006.wav,Lisa_Whelchel/osKRJvoF-K8,524.7,532.4,Lisa_Whelchel,dev,trn,id10699
id10699\osKRJvoF-K8\00007.wav,Lisa_Whelchel/osKRJvoF-K8,624.3,631.8,Lisa_Whelchel,dev,trn,id10699
id10699\osKRJvoF-K8\00016.wav,Lisa_Whelchel/osKRJvoF-K8,1051.2,1060.4,Lisa_Whelchel,dev,trn,id10699
id10699\osKRJvoF-K8\00018.wav,Lisa_Whelchel/osKRJvoF-K8,1208.2,1216.8,Lisa_Whelchel,dev,trn,id10699
id10699\osKRJvoF-K8\00019.wav,Lisa_Whelchel/osKRJvoF-K8,1261.6,1269.2,Lisa_Whelchel,dev,trn,id10699
id10699\osKRJvoF-K8\00020.wav,Lisa_Whelchel/osKRJvoF-K8,1323.7,1333.4,Lisa_Whelchel,dev,trn,id10699
id10699\uPlqem-F740\00002.wav,Lisa_Whelchel/uPlqem-F740,131.4,138.3,Lisa_Whelchel,dev,tst,id10699
id10699\uPlqem-F740\00004.wav,Lisa_Whelchel/uPlqem-F740,236.5,243.6,Lisa_Whelchel,dev,tst,id10699
id10699\uPlqem-F740\00005.wav,Lisa_Whelchel/uPlqem-F740,258.5,267.2,Lisa_Whelchel,dev,tst,id10699
id10699\uSdQYsPCFw4\00002.wav,Lisa_Whelchel/uSdQYsPCFw4,138.3,145.0,Lisa_Whelchel,dev,trn,id10699
id10699\wHW9A87cnn4\00003.wav,Lisa_Whelchel/wHW9A87cnn4,29.7,36.8,Lisa_Whelchel,dev,trn,id10699
id10700\B-mT-SWGzYk\00001.wav,Lizzy_Caplan/B-mT-SWGzYk,88.7,95.8,Lizzy_Caplan,dev,trn,id10700
id10700\JFf96xOGws8\00001.wav,Lizzy_Caplan/JFf96xOGws8,40.2,49.0,Lizzy_Caplan,dev,trn,id10700
id10700\JFf96xOGws8\00002.wav,Lizzy_Caplan/JFf96xOGws8,49.3,56.9,Lizzy_Caplan,dev,trn,id10700
id10700\JFf96xOGws8\00003.wav,Lizzy_Caplan/JFf96xOGws8,58.2,64.6,Lizzy_Caplan,dev,trn,id10700
id10700\LDIS_RWmVZo\00001.wav,Lizzy_Caplan/LDIS_RWmVZo,8.7,15.4,Lizzy_Caplan,dev,trn,id10700
id10700\R06oAx_d5Jk\00001.wav,Lizzy_Caplan/R06oAx_d5Jk,184.8,193.3,Lizzy_Caplan,dev,trn,id10700
id10700\R06oAx_d5Jk\00002.wav,Lizzy_Caplan/R06oAx_d5Jk,194.3,203.2,Lizzy_Caplan,dev,trn,id10700
id10700\R06oAx_d5Jk\00007.wav,Lizzy_Caplan/R06oAx_d5Jk,319.2,326.0,Lizzy_Caplan,dev,trn,id10700
id10700\UXKKrajdfEs\00003.wav,Lizzy_Caplan/UXKKrajdfEs,53.2,60.2,Lizzy_Caplan,dev,dev,id10700
id10700\UXKKrajdfEs\00004.wav,Lizzy_Caplan/UXKKrajdfEs,61.2,67.5,Lizzy_Caplan,dev,dev,id10700
id10700\UwNdNSxaZq4\00001.wav,Lizzy_Caplan/UwNdNSxaZq4,179.4,187.8,Lizzy_Caplan,dev,trn,id10700
id10700\UwNdNSxaZq4\00002.wav,Lizzy_Caplan/UwNdNSxaZq4,189.9,197.3,Lizzy_Caplan,dev,trn,id10700
id10700\YhV39sDmDYA\00008.wav,Lizzy_Caplan/YhV39sDmDYA,169.2,177.3,Lizzy_Caplan,dev,trn,id10700
id10700\bxbhwVf6Sv8\00002.wav,Lizzy_Caplan/bxbhwVf6Sv8,34.3,41.7,Lizzy_Caplan,dev,trn,id10700
id10700\bxbhwVf6Sv8\00004.wav,Lizzy_Caplan/bxbhwVf6Sv8,66.8,75.8,Lizzy_Caplan,dev,trn,id10700
id10700\bxbhwVf6Sv8\00006.wav,Lizzy_Caplan/bxbhwVf6Sv8,90.7,100.5,Lizzy_Caplan,dev,trn,id10700
id10700\bxbhwVf6Sv8\00007.wav,Lizzy_Caplan/bxbhwVf6Sv8,103.9,110.9,Lizzy_Caplan,dev,trn,id10700
id10700\cbBYbZE27rA\00003.wav,Lizzy_Caplan/cbBYbZE27rA,64.6,72.5,Lizzy_Caplan,dev,trn,id10700
id10700\cbBYbZE27rA\00006.wav,Lizzy_Caplan/cbBYbZE27rA,264.5,273.4,Lizzy_Caplan,dev,trn,id10700
id10700\fa6piXJo-3s\00002.wav,Lizzy_Caplan/fa6piXJo-3s,280.8,289.2,Lizzy_Caplan,dev,tst,id10700
id10700\fa6piXJo-3s\00003.wav,Lizzy_Caplan/fa6piXJo-3s,439.6,445.8,Lizzy_Caplan,dev,tst,id10700
id10700\fa6piXJo-3s\00004.wav,Lizzy_Caplan/fa6piXJo-3s,553.9,562.1,Lizzy_Caplan,dev,tst,id10700
id10700\nEz_jOMxXXQ\00001.wav,Lizzy_Caplan/nEz_jOMxXXQ,13.4,19.9,Lizzy_Caplan,dev,trn,id10700
id10702\KsywkoNj8xI\00002.wav,Lolo_Jones/KsywkoNj8xI,129.5,136.6,Lolo_Jones,dev,trn,id10702
id10702\Ngok42MOj_U\00006.wav,Lolo_Jones/Ngok42MOj_U,91.9,100.3,Lolo_Jones,dev,trn,id10702
id10702\Pqvq0lV6e9A\00006.wav,Lolo_Jones/Pqvq0lV6e9A,108.7,118.6,Lolo_Jones,dev,tst,id10702
id10702\Tu64i6h1w3A\00001.wav,Lolo_Jones/Tu64i6h1w3A,58.5,65.4,Lolo_Jones,dev,trn,id10702
id10702\Tu64i6h1w3A\00002.wav,Lolo_Jones/Tu64i6h1w3A,82.3,88.7,Lolo_Jones,dev,trn,id10702
id10702\UfIN6NM_GAo\00001.wav,Lolo_Jones/UfIN6NM_GAo,213.1,219.1,Lolo_Jones,dev,trn,id10702
id10702\V5bWH8ALA44\00001.wav,Lolo_Jones/V5bWH8ALA44,66.0,75.2,Lolo_Jones,dev,dev,id10702
id10702\V5bWH8ALA44\00003.wav,Lolo_Jones/V5bWH8ALA44,106.9,113.2,Lolo_Jones,dev,dev,id10702
id10702\VLwCZOjimf0\00002.wav,Lolo_Jones/VLwCZOjimf0,38.6,45.3,Lolo_Jones,dev,trn,id10702
id10702\XxX5hTEJkNE\00007.wav,Lolo_Jones/XxX5hTEJkNE,221.1,229.0,Lolo_Jones,dev,trn,id10702
id10702\XySvRYIh9Tg\00003.wav,Lolo_Jones/XySvRYIh9Tg,44.6,52.5,Lolo_Jones,dev,trn,id10702
id10702\_N_uPFhkeXc\00011.wav,Lolo_Jones/_N_uPFhkeXc,315.2,324.5,Lolo_Jones,dev,trn,id10702
id10702\_N_uPFhkeXc\00012.wav,Lolo_Jones/_N_uPFhkeXc,331.8,340.4,Lolo_Jones,dev,trn,id10702
id10702\_N_uPFhkeXc\00015.wav,Lolo_Jones/_N_uPFhkeXc,377.1,386.3,Lolo_Jones,dev,trn,id10702
id10702\eGfSTRGnhHQ\00001.wav,Lolo_Jones/eGfSTRGnhHQ,53.8,62.6,Lolo_Jones,dev,trn,id10702
id10702\eGfSTRGnhHQ\00002.wav,Lolo_Jones/eGfSTRGnhHQ,75.6,81.6,Lolo_Jones,dev,trn,id10702
id10702\eGfSTRGnhHQ\00003.wav,Lolo_Jones/eGfSTRGnhHQ,114.1,121.0,Lolo_Jones,dev,trn,id10702
id10702\eGfSTRGnhHQ\00004.wav,Lolo_Jones/eGfSTRGnhHQ,284.4,292.6,Lolo_Jones,dev,trn,id10702
id10702\g7ZDtn9cjzw\00003.wav,Lolo_Jones/g7ZDtn9cjzw,51.1,57.8,Lolo_Jones,dev,trn,id10702
id10702\g7ZDtn9cjzw\00004.wav,Lolo_Jones/g7ZDtn9cjzw,73.7,80.0,Lolo_Jones,dev,trn,id10702
id10702\qv-IqH-rYvo\00001.wav,Lolo_Jones/qv-IqH-rYvo,74.2,82.7,Lolo_Jones,dev,trn,id10702
id10702\wushuJ3tfag\00002.wav,Lolo_Jones/wushuJ3tfag,67.1,74.3,Lolo_Jones,dev,trn,id10702
id10702\wushuJ3tfag\00003.wav,Lolo_Jones/wushuJ3tfag,90.1,98.2,Lolo_Jones,dev,trn,id10702
id10702\x1Wpv6-6BHs\00001.wav,Lolo_Jones/x1Wpv6-6BHs,9.7,17.1,Lolo_Jones,dev,trn,id10702
id10702\x1Wpv6-6BHs\00002.wav,Lolo_Jones/x1Wpv6-6BHs,49.4,57.7,Lolo_Jones,dev,trn,id10702
id10702\x1Wpv6-6BHs\00003.wav,Lolo_Jones/x1Wpv6-6BHs,73.1,82.6,Lolo_Jones,dev,trn,id10702
id10702\zvxEBvccATc\00001.wav,Lolo_Jones/zvxEBvccATc,30.4,38.8,Lolo_Jones,dev,trn,id10702
id10712\9qNrjlUA54g\00001.wav,Luc_Besson/9qNrjlUA54g,165.1,171.3,Luc_Besson,dev,trn,id10712
id10712\BNF3cazlV_k\00006.wav,Luc_Besson/BNF3cazlV_k,681.8,687.8,Luc_Besson,dev,trn,id10712
id10712\BNF3cazlV_k\00011.wav,Luc_Besson/BNF3cazlV_k,968.4,974.5,Luc_Besson,dev,trn,id10712
id10712\BNF3cazlV_k\00013.wav,Luc_Besson/BNF3cazlV_k,1105.6,1112.8,Luc_Besson,dev,trn,id10712
id10712\BNF3cazlV_k\00014.wav,Luc_Besson/BNF3cazlV_k,1113.0,1119.2,Luc_Besson,dev,trn,id10712
id10712\BQaW_CznrJ8\00003.wav,Luc_Besson/BQaW_CznrJ8,106.0,113.8,Luc_Besson,dev,dev,id10712
id10712\BQaW_CznrJ8\00004.wav,Luc_Besson/BQaW_CznrJ8,163.2,169.6,Luc_Besson,dev,dev,id10712
id10712\BQaW_CznrJ8\00005.wav,Luc_Besson/BQaW_CznrJ8,185.2,192.3,Luc_Besson,dev,dev,id10712
id10712\CCCuEJSCRHQ\00003.wav,Luc_Besson/CCCuEJSCRHQ,38.7,46.4,Luc_Besson,dev,trn,id10712
id10712\CyLWAtd4DuQ\00003.wav,Luc_Besson/CyLWAtd4DuQ,168.3,176.6,Luc_Besson,dev,trn,id10712
id10712\CyLWAtd4DuQ\00005.wav,Luc_Besson/CyLWAtd4DuQ,307.6,314.0,Luc_Besson,dev,trn,id10712
id10712\GvbH0_8llVY\00003.wav,Luc_Besson/GvbH0_8llVY,57.2,63.2,Luc_Besson,dev,trn,id10712
id10712\NbPvdOWDfXI\00002.wav,Luc_Besson/NbPvdOWDfXI,183.9,191.5,Luc_Besson,dev,trn,id10712
id10712\NbPvdOWDfXI\00004.wav,Luc_Besson/NbPvdOWDfXI,269.8,276.0,Luc_Besson,dev,trn,id10712
id10712\O4pr7Cr5nSM\00001.wav,Luc_Besson/O4pr7Cr5nSM,51.9,60.0,Luc_Besson,dev,tst,id10712
id10712\OgJbSQ6b1T4\00001.wav,Luc_Besson/OgJbSQ6b1T4,163.2,169.4,Luc_Besson,dev,trn,id10712
id10712\OgJbSQ6b1T4\00002.wav,Luc_Besson/OgJbSQ6b1T4,296.9,303.3,Luc_Besson,dev,trn,id10712
id10712\OgJbSQ6b1T4\00003.wav,Luc_Besson/OgJbSQ6b1T4,307.7,315.2,Luc_Besson,dev,trn,id10712
id10712\OgJbSQ6b1T4\00004.wav,Luc_Besson/OgJbSQ6b1T4,350.8,358.2,Luc_Besson,dev,trn,id10712
id10712\PUHBYB5mbWE\00001.wav,Luc_Besson/PUHBYB5mbWE,206.4,212.7,Luc_Besson,dev,trn,id10712
id10712\PUHBYB5mbWE\00003.wav,Luc_Besson/PUHBYB5mbWE,1035.6,1044.4,Luc_Besson,dev,trn,id10712
id10712\PUHBYB5mbWE\00008.wav,Luc_Besson/PUHBYB5mbWE,1603.2,1609.6,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00003.wav,Luc_Besson/PuY2qmx5gCw,65.7,72.0,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00007.wav,Luc_Besson/PuY2qmx5gCw,101.1,107.8,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00011.wav,Luc_Besson/PuY2qmx5gCw,154.5,160.8,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00012.wav,Luc_Besson/PuY2qmx5gCw,167.7,176.5,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00013.wav,Luc_Besson/PuY2qmx5gCw,191.4,198.2,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00018.wav,Luc_Besson/PuY2qmx5gCw,337.2,345.9,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00020.wav,Luc_Besson/PuY2qmx5gCw,367.1,375.2,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00021.wav,Luc_Besson/PuY2qmx5gCw,424.0,430.7,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00022.wav,Luc_Besson/PuY2qmx5gCw,431.8,441.0,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00024.wav,Luc_Besson/PuY2qmx5gCw,480.0,486.1,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00025.wav,Luc_Besson/PuY2qmx5gCw,501.0,509.2,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00027.wav,Luc_Besson/PuY2qmx5gCw,554.2,562.8,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00028.wav,Luc_Besson/PuY2qmx5gCw,599.8,608.7,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00030.wav,Luc_Besson/PuY2qmx5gCw,640.6,646.7,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00031.wav,Luc_Besson/PuY2qmx5gCw,646.8,654.4,Luc_Besson,dev,trn,id10712
id10712\PuY2qmx5gCw\00035.wav,Luc_Besson/PuY2qmx5gCw,752.1,758.8,Luc_Besson,dev,trn,id10712
id10712\VELx51wbgOo\00001.wav,Luc_Besson/VELx51wbgOo,106.7,113.6,Luc_Besson,dev,trn,id10712
id10712\VELx51wbgOo\00006.wav,Luc_Besson/VELx51wbgOo,416.6,423.0,Luc_Besson,dev,trn,id10712
id10712\VELx51wbgOo\00008.wav,Luc_Besson/VELx51wbgOo,436.7,443.2,Luc_Besson,dev,trn,id10712
id10712\VELx51wbgOo\00009.wav,Luc_Besson/VELx51wbgOo,578.2,584.7,Luc_Besson,dev,trn,id10712
id10712\amJ5Zx_Cl2c\00001.wav,Luc_Besson/amJ5Zx_Cl2c,24.5,33.2,Luc_Besson,dev,trn,id10712
id10712\amJ5Zx_Cl2c\00005.wav,Luc_Besson/amJ5Zx_Cl2c,198.4,207.0,Luc_Besson,dev,trn,id10712
id10712\bSEpkLWYFtA\00001.wav,Luc_Besson/bSEpkLWYFtA,14.2,22.9,Luc_Besson,dev,trn,id10712
id10712\eNfOXVvMKvc\00009.wav,Luc_Besson/eNfOXVvMKvc,253.7,261.2,Luc_Besson,dev,trn,id10712
id10712\eNfOXVvMKvc\00011.wav,Luc_Besson/eNfOXVvMKvc,319.4,326.4,Luc_Besson,dev,trn,id10712
id10712\eNfOXVvMKvc\00014.wav,Luc_Besson/eNfOXVvMKvc,390.8,397.8,Luc_Besson,dev,trn,id10712
id10712\eNfOXVvMKvc\00015.wav,Luc_Besson/eNfOXVvMKvc,416.2,424.6,Luc_Besson,dev,trn,id10712
id10712\eNfOXVvMKvc\00016.wav,Luc_Besson/eNfOXVvMKvc,452.4,458.4,Luc_Besson,dev,trn,id10712
id10712\kdQXh_muEKM\00004.wav,Luc_Besson/kdQXh_muEKM,151.3,158.9,Luc_Besson,dev,trn,id10712
id10712\kdQXh_muEKM\00005.wav,Luc_Besson/kdQXh_muEKM,364.6,370.6,Luc_Besson,dev,trn,id10712
id10712\klFA2RG3UxY\00005.wav,Luc_Besson/klFA2RG3UxY,139.7,148.0,Luc_Besson,dev,trn,id10712
id10712\klFA2RG3UxY\00007.wav,Luc_Besson/klFA2RG3UxY,200.5,206.8,Luc_Besson,dev,trn,id10712
id10712\nduTj_-BiF4\00001.wav,Luc_Besson/nduTj_-BiF4,51.3,58.9,Luc_Besson,dev,trn,id10712
id10712\nduTj_-BiF4\00012.wav,Luc_Besson/nduTj_-BiF4,242.3,248.7,Luc_Besson,dev,trn,id10712
id10712\nduTj_-BiF4\00017.wav,Luc_Besson/nduTj_-BiF4,389.5,396.3,Luc_Besson,dev,trn,id10712
id10712\pIx3840j3LI\00002.wav,Luc_Besson/pIx3840j3LI,153.6,161.8,Luc_Besson,dev,trn,id10712
id10712\pIx3840j3LI\00003.wav,Luc_Besson/pIx3840j3LI,165.8,175.3,Luc_Besson,dev,trn,id10712
id10712\pIx3840j3LI\00004.wav,Luc_Besson/pIx3840j3LI,175.6,182.5,Luc_Besson,dev,trn,id10712
id10712\pnmAzF6nEOA\00002.wav,Luc_Besson/pnmAzF6nEOA,106.0,112.7,Luc_Besson,dev,trn,id10712
id10712\pnmAzF6nEOA\00007.wav,Luc_Besson/pnmAzF6nEOA,331.5,338.4,Luc_Besson,dev,trn,id10712
id10712\pnmAzF6nEOA\00010.wav,Luc_Besson/pnmAzF6nEOA,408.3,415.2,Luc_Besson,dev,trn,id10712
id10712\pnmAzF6nEOA\00012.wav,Luc_Besson/pnmAzF6nEOA,426.9,435.8,Luc_Besson,dev,trn,id10712
id10712\pnmAzF6nEOA\00013.wav,Luc_Besson/pnmAzF6nEOA,448.1,455.0,Luc_Besson,dev,trn,id10712
id10712\pnmAzF6nEOA\00014.wav,Luc_Besson/pnmAzF6nEOA,475.5,485.0,Luc_Besson,dev,trn,id10712
id10712\qAjQPFuwxIw\00002.wav,Luc_Besson/qAjQPFuwxIw,24.2,30.6,Luc_Besson,dev,trn,id10712
id10712\qAjQPFuwxIw\00006.wav,Luc_Besson/qAjQPFuwxIw,85.0,92.2,Luc_Besson,dev,trn,id10712
id10712\qAjQPFuwxIw\00008.wav,Luc_Besson/qAjQPFuwxIw,114.3,122.0,Luc_Besson,dev,trn,id10712
id10712\qAjQPFuwxIw\00009.wav,Luc_Besson/qAjQPFuwxIw,132.4,140.1,Luc_Besson,dev,trn,id10712
id10712\qAjQPFuwxIw\00011.wav,Luc_Besson/qAjQPFuwxIw,161.4,169.8,Luc_Besson,dev,trn,id10712
id10712\qAjQPFuwxIw\00018.wav,Luc_Besson/qAjQPFuwxIw,305.6,314.9,Luc_Besson,dev,trn,id10712
id10712\tXXead9Qiy8\00001.wav,Luc_Besson/tXXead9Qiy8,26.6,35.0,Luc_Besson,dev,trn,id10712
id10712\tXXead9Qiy8\00002.wav,Luc_Besson/tXXead9Qiy8,42.3,50.5,Luc_Besson,dev,trn,id10712
id10712\tXXead9Qiy8\00003.wav,Luc_Besson/tXXead9Qiy8,52.0,61.0,Luc_Besson,dev,trn,id10712
id10712\tXXead9Qiy8\00005.wav,Luc_Besson/tXXead9Qiy8,163.0,170.6,Luc_Besson,dev,trn,id10712
id10712\tXXead9Qiy8\00007.wav,Luc_Besson/tXXead9Qiy8,244.8,253.0,Luc_Besson,dev,trn,id10712
id10712\vFQeaM-au0s\00002.wav,Luc_Besson/vFQeaM-au0s,14.1,20.5,Luc_Besson,dev,trn,id10712
id10713\7hBX16XGTEQ\00001.wav,Lucas_Cruikshank/7hBX16XGTEQ,29.7,37.6,Lucas_Cruikshank,dev,trn,id10713
id10713\7hBX16XGTEQ\00003.wav,Lucas_Cruikshank/7hBX16XGTEQ,43.4,49.4,Lucas_Cruikshank,dev,trn,id10713
id10713\7hBX16XGTEQ\00004.wav,Lucas_Cruikshank/7hBX16XGTEQ,60.0,68.6,Lucas_Cruikshank,dev,trn,id10713
id10713\8ZBfrGmSWEQ\00001.wav,Lucas_Cruikshank/8ZBfrGmSWEQ,360.1,368.7,Lucas_Cruikshank,dev,trn,id10713
id10713\JZuzFcsIZgs\00002.wav,Lucas_Cruikshank/JZuzFcsIZgs,49.2,58.8,Lucas_Cruikshank,dev,tst,id10713
id10713\JZuzFcsIZgs\00007.wav,Lucas_Cruikshank/JZuzFcsIZgs,129.1,135.5,Lucas_Cruikshank,dev,tst,id10713
id10713\JZuzFcsIZgs\00010.wav,Lucas_Cruikshank/JZuzFcsIZgs,233.3,241.0,Lucas_Cruikshank,dev,tst,id10713
id10713\JZuzFcsIZgs\00013.wav,Lucas_Cruikshank/JZuzFcsIZgs,313.8,321.3,Lucas_Cruikshank,dev,tst,id10713
id10713\JZuzFcsIZgs\00015.wav,Lucas_Cruikshank/JZuzFcsIZgs,344.7,350.8,Lucas_Cruikshank,dev,tst,id10713
id10713\M8JBth-gFe8\00001.wav,Lucas_Cruikshank/M8JBth-gFe8,105.7,111.8,Lucas_Cruikshank,dev,trn,id10713
id10713\P1-y20n6UqQ\00001.wav,Lucas_Cruikshank/P1-y20n6UqQ,16.2,22.3,Lucas_Cruikshank,dev,trn,id10713
id10713\P1-y20n6UqQ\00003.wav,Lucas_Cruikshank/P1-y20n6UqQ,66.9,74.0,Lucas_Cruikshank,dev,trn,id10713
id10713\SEsxqd8-I6M\00003.wav,Lucas_Cruikshank/SEsxqd8-I6M,98.2,106.2,Lucas_Cruikshank,dev,trn,id10713
id10713\UvK9oa_fTtA\00007.wav,Lucas_Cruikshank/UvK9oa_fTtA,189.2,196.7,Lucas_Cruikshank,dev,dev,id10713
id10713\UvK9oa_fTtA\00008.wav,Lucas_Cruikshank/UvK9oa_fTtA,225.2,234.4,Lucas_Cruikshank,dev,dev,id10713
id10713\UvK9oa_fTtA\00009.wav,Lucas_Cruikshank/UvK9oa_fTtA,359.6,366.8,Lucas_Cruikshank,dev,dev,id10713
id10713\iQbjLBZiQy4\00002.wav,Lucas_Cruikshank/iQbjLBZiQy4,117.6,123.8,Lucas_Cruikshank,dev,trn,id10713
id10713\mG5n3WAfaUM\00001.wav,Lucas_Cruikshank/mG5n3WAfaUM,26.1,32.9,Lucas_Cruikshank,dev,trn,id10713
id10713\mG5n3WAfaUM\00002.wav,Lucas_Cruikshank/mG5n3WAfaUM,55.5,62.0,Lucas_Cruikshank,dev,trn,id10713
id10713\mG5n3WAfaUM\00004.wav,Lucas_Cruikshank/mG5n3WAfaUM,122.1,129.1,Lucas_Cruikshank,dev,trn,id10713
id10713\nzdZCMAsWcY\00002.wav,Lucas_Cruikshank/nzdZCMAsWcY,76.2,82.9,Lucas_Cruikshank,dev,trn,id10713
id10713\oyceBd9vBj0\00004.wav,Lucas_Cruikshank/oyceBd9vBj0,102.5,108.6,Lucas_Cruikshank,dev,trn,id10713
id10713\oyceBd9vBj0\00007.wav,Lucas_Cruikshank/oyceBd9vBj0,189.2,196.4,Lucas_Cruikshank,dev,trn,id10713
id10713\oyceBd9vBj0\00013.wav,Lucas_Cruikshank/oyceBd9vBj0,267.2,275.0,Lucas_Cruikshank,dev,trn,id10713
id10713\oyceBd9vBj0\00018.wav,Lucas_Cruikshank/oyceBd9vBj0,421.9,428.0,Lucas_Cruikshank,dev,trn,id10713
id10713\oyceBd9vBj0\00019.wav,Lucas_Cruikshank/oyceBd9vBj0,429.1,435.3,Lucas_Cruikshank,dev,trn,id10713
id10713\oyceBd9vBj0\00020.wav,Lucas_Cruikshank/oyceBd9vBj0,436.0,442.6,Lucas_Cruikshank,dev,trn,id10713
id10713\yo2buELdnUs\00001.wav,Lucas_Cruikshank/yo2buELdnUs,1.2,10.0,Lucas_Cruikshank,dev,trn,id10713
id10713\yo2buELdnUs\00002.wav,Lucas_Cruikshank/yo2buELdnUs,94.0,100.8,Lucas_Cruikshank,dev,trn,id10713
id10713\yo2buELdnUs\00003.wav,Lucas_Cruikshank/yo2buELdnUs,117.6,123.7,Lucas_Cruikshank,dev,trn,id10713
id10715\1Cq17O_b5PI\00001.wav,Lucie_Arnaz/1Cq17O_b5PI,1.2,10.4,Lucie_Arnaz,dev,trn,id10715
id10715\1Cq17O_b5PI\00002.wav,Lucie_Arnaz/1Cq17O_b5PI,15.4,22.9,Lucie_Arnaz,dev,trn,id10715
id10715\1Cq17O_b5PI\00007.wav,Lucie_Arnaz/1Cq17O_b5PI,83.3,91.0,Lucie_Arnaz,dev,trn,id10715
id10715\1Cq17O_b5PI\00009.wav,Lucie_Arnaz/1Cq17O_b5PI,69.5,77.9,Lucie_Arnaz,dev,trn,id10715
id10715\1Cq17O_b5PI\00013.wav,Lucie_Arnaz/1Cq17O_b5PI,130.2,137.6,Lucie_Arnaz,dev,trn,id10715
id10715\1caBxE8ab_8\00001.wav,Lucie_Arnaz/1caBxE8ab_8,20.4,27.7,Lucie_Arnaz,dev,trn,id10715
id10715\53TPX-lAnQs\00002.wav,Lucie_Arnaz/53TPX-lAnQs,6.3,12.9,Lucie_Arnaz,dev,trn,id10715
id10715\53TPX-lAnQs\00006.wav,Lucie_Arnaz/53TPX-lAnQs,73.4,80.6,Lucie_Arnaz,dev,trn,id10715
id10715\53TPX-lAnQs\00007.wav,Lucie_Arnaz/53TPX-lAnQs,96.9,104.3,Lucie_Arnaz,dev,trn,id10715
id10715\53TPX-lAnQs\00010.wav,Lucie_Arnaz/53TPX-lAnQs,140.8,147.1,Lucie_Arnaz,dev,trn,id10715
