segment,uri,start,end,speaker,verification,identification
id10145\qZQZ_6Vv23s\00011.wav,Charlotte_Gainsbourg/qZQZ_6Vv23s,541.8,548.0,Charlotte_Gainsbourg,dev,trn
id10146\XseYDfLdjmc\00030.wav,Chazz_Palminteri/XseYDfLdjmc,610.7,620.6,Chazz_Palminteri,dev,trn
id10147\NwRl9TEnukc\00017.wav,Chelsea_Handler/NwRl9TEnukc,633.6,649.2,Chelsea_Handler,dev,trn
id10148\Q-NxF4Tel6A\00011.wav,Cher/Q-NxF4Tel6A,163.2,169.7,Cher,dev,trn
id10149\gFnysQC4yto\00005.wav,Cheryl_Ladd/gFnysQC4yto,394.3,404.1,Cheryl_Ladd,dev,tst
id10151\OAO_M9Gqupc\00010.wav,Chiwetel_Ejiofor/OAO_M9Gqupc,144.6,171.9,Chiwetel_Ejiofor,dev,trn
id10152\x8tYYxMGVPs\00002.wav,Chloe_Bennet/x8tYYxMGVPs,360.2,366.9,Chloe_Bennet,dev,trn
id10153\z0e83AMnCiA\00012.wav,Chloe_Dykstra/z0e83AMnCiA,160.4,169.4,Chloe_Dykstra,dev,trn
id10154\ddYbdJRPeQs\00005.wav,Chris_Colfer/ddYbdJRPeQs,282.3,289.1,Chris_Colfer,dev,tst
id10155\i1KkMJ-T5So\00003.wav,Chris_Hemsworth/i1KkMJ-T5So,110.0,118.7,Chris_Hemsworth,dev,trn
id10157\WBkK0kw8Gng\00007.wav,Chris_Martin/WBkK0kw8Gng,722.7,733.7,Chris_Martin,dev,trn
id10158\GFODBoFl3hE\00003.wav,Chris_Messina/GFODBoFl3hE,40.0,57.0,Chris_Messina,dev,trn
id10159\b_yQb6Es4xc\00002.wav,Chris_Pine/b_yQb6Es4xc,74.6,85.3,Chris_Pine,dev,trn
id10160\j96kxslsnyI\00006.wav,Christian_Kane/j96kxslsnyI,94.4,102.6,Christian_Kane,dev,trn
id10161\x4uROeleyeQ\00001.wav,Christina_Hendricks/x4uROeleyeQ,73.8,96.1,Christina_Hendricks,dev,trn
id10163\gxLch0T1XlE\00002.wav,Christopher_Mintz-Plasse/gxLch0T1XlE,90.9,97.4,Christopher_Mintz-Plasse,dev,trn
id10164\Vrc27Tn-7-Y\00005.wav,Cierra_Ramirez/Vrc27Tn-7-Y,373.5,380.0,Cierra_Ramirez,dev,trn
id10165\_S0rQyvj2VY\00007.wav,Cilla_Black/_S0rQyvj2VY,719.4,726.3,Cilla_Black,dev,trn
id10166\vp9kD-m9BDo\00004.wav,Cillian_Murphy/vp9kD-m9BDo,187.2,200.7,Cillian_Murphy,dev,tst
id10167\Mv8yqWjcl3s\00005.wav,Cindy_Williams/Mv8yqWjcl3s,119.0,131.5,Cindy_Williams,dev,tst
id10168\AP5o1B1qPz8\00034.wav,Claudia_Black/AP5o1B1qPz8,506.3,513.4,Claudia_Black,dev,trn
id10170\KA1jCGwdxn4\00002.wav,Cliff_Curtis/KA1jCGwdxn4,94.0,107.1,Cliff_Curtis,dev,trn
id10171\N0oCUbArfCk\00008.wav,Clive_Owen/N0oCUbArfCk,140.3,147.8,Clive_Owen,dev,trn
id10173\RLD3iBvILEo\00041.wav,Constance_Zimmer/RLD3iBvILEo,1520.7,1529.6,Constance_Zimmer,dev,trn
id10174\UCWByECsQ0U\00012.wav,Corbin_Bleu/UCWByECsQ0U,251.7,259.6,Corbin_Bleu,dev,trn
id10175\cygeAw35g-I\00002.wav,Corey_Stoll/cygeAw35g-I,54.5,61.4,Corey_Stoll,dev,trn
id10176\Bn-SNuseJiM\00009.wav,Cory_Monteith/Bn-SNuseJiM,705.6,723.6,Cory_Monteith,dev,trn
id10177\lJNKwirIxAg\00011.wav,Costas_Mandylor/lJNKwirIxAg,198.4,206.1,Costas_Mandylor,dev,trn
id10178\dzxjJoRMpVw\00038.wav,Cote_de_Pablo/dzxjJoRMpVw,475.0,481.8,Cote_de_Pablo,dev,trn
id10180\Vr3xG-5f9VI\00003.wav,Cyndi_Lauper/Vr3xG-5f9VI,44.8,56.2,Cyndi_Lauper,dev,trn
id10181\UjuVzMEWOAU\00006.wav,Dakota_Fanning/UjuVzMEWOAU,802.2,811.8,Dakota_Fanning,dev,tst
id10182\Tj3-XSDsjzQ\00001.wav,Damian_Lewis/Tj3-XSDsjzQ,19.4,36.2,Damian_Lewis,dev,trn
id10183\3R-2WOG_pAI\00021.wav,Damon_Lindelof/3R-2WOG_pAI,492.1,506.0,Damon_Lindelof,dev,trn
id10185\L4uYQbq1ibM\00006.wav,Dan_Aykroyd/L4uYQbq1ibM,129.0,141.3,Dan_Aykroyd,dev,trn
id10187\j8axQjqTuc0\00005.wav,Dan_Stevens/j8axQjqTuc0,249.3,262.9,Dan_Stevens,dev,trn
id10188\DJk_5DLXnxQ\00024.wav,Dana_Delany/DJk_5DLXnxQ,443.2,451.4,Dana_Delany,dev,trn
id10190\PmQ3HMR6IBQ\00010.wav,Danica_McKellar/PmQ3HMR6IBQ,240.2,262.0,Danica_McKellar,dev,trn
id10191\x-BEP1wYL3A\00001.wav,Daniel_Auteuil/x-BEP1wYL3A,80.2,88.0,Daniel_Auteuil,dev,trn
id10192\dhLZtMroa-Q\00004.wav,Daniel_Craig/dhLZtMroa-Q,127.7,135.4,Daniel_Craig,dev,trn
id10193\ydRw7SqZk7k\00002.wav,Daniel_Dae_Kim/ydRw7SqZk7k,17.4,28.6,Daniel_Dae_Kim,dev,trn
id10194\n4JHZETKfes\00003.wav,Daniel_Tosh/n4JHZETKfes,52.2,59.0,Daniel_Tosh,dev,trn
id10195\qQiobQFVPIc\00002.wav,Danielle_Campbell/qQiobQFVPIc,51.3,62.6,Danielle_Campbell,dev,trn
id10196\sXapU-vWaNE\00022.wav,Danielle_Panabaker/sXapU-vWaNE,965.7,971.8,Danielle_Panabaker,dev,trn
id10197\5cu92kGSGCY\00051.wav,Danny_Dyer/5cu92kGSGCY,1078.4,1087.9,Danny_Dyer,dev,trn
id10198\QPSUD4ujTpM\00002.wav,Danny_McBride/QPSUD4ujTpM,67.1,76.1,Danny_McBride,dev,trn
id10199\VMpl45SFqC8\00003.wav,Danny_Pino/VMpl45SFqC8,74.8,84.0,Danny_Pino,dev,trn
id10200\FPVknRFd-lk\00009.wav,Darren_Criss/FPVknRFd-lk,496.8,503.0,Darren_Criss,dev,trn
id10203\0HJtWUCKNWQ\00053.wav,David_Attenborough/0HJtWUCKNWQ,899.9,908.6,David_Attenborough,dev,trn
id10204\xZnVn6JbYC4\00007.wav,David_Cassidy/xZnVn6JbYC4,281.2,293.3,David_Cassidy,dev,trn
id10205\QSCFgv9JV7U\00038.wav,David_Faustino/QSCFgv9JV7U,702.6,711.0,David_Faustino,dev,trn
id10206\y9qi9HFSsjg\00004.wav,David_Giuntoli/y9qi9HFSsjg,37.4,46.0,David_Giuntoli,dev,trn
id10207\f48ozXTI7c8\00005.wav,David_Harewood/f48ozXTI7c8,571.8,585.4,David_Harewood,dev,trn
id10209\JyJScnQox5Y\00007.wav,David_Jason/JyJScnQox5Y,170.0,176.5,David_Jason,dev,trn
id10210\VRqtsKJVthk\00002.wav,David_Koechner/VRqtsKJVthk,85.1,97.6,David_Koechner,dev,trn
id10211\boeT10HjeiQ\00005.wav,David_Kross/boeT10HjeiQ,643.1,649.2,David_Kross,dev,trn
id10212\EAGnZP41cT8\00001.wav,David_Letterman/EAGnZP41cT8,2.3,12.5,David_Letterman,dev,trn
id10213\SWWICtIPvJY\00007.wav,David_Lyons/SWWICtIPvJY,117.4,160.8,David_Lyons,dev,trn
id10214\DLQY19QumUc\00031.wav,David_Mamet/DLQY19QumUc,489.9,498.6,David_Mamet,dev,trn
id10215\t5nkGsnGsLY\00003.wav,David_Mazouz/t5nkGsnGsLY,230.0,237.8,David_Mazouz,dev,trn
id10216\SbgiijvUuzA\00004.wav,David_Morrissey/SbgiijvUuzA,56.6,64.4,David_Morrissey,dev,trn
id10218\EHICfBsSsEk\00001.wav,David_Oyelowo/EHICfBsSsEk,25.4,36.0,David_Oyelowo,dev,trn
id10219\PBou1uIhLYs\00002.wav,David_Schwimmer/PBou1uIhLYs,180.5,186.5,David_Schwimmer,dev,trn
id10220\Xo8b6wyV_2U\00005.wav,David_Suchet/Xo8b6wyV_2U,82.6,135.5,David_Suchet,dev,trn
id10221\RBGhSDz2NZU\00016.wav,David_Tennant/RBGhSDz2NZU,276.0,286.0,David_Tennant,dev,trn
id10222\kCV1i3qhM38\00009.wav,David_Warner/kCV1i3qhM38,257.5,278.6,David_Warner,dev,trn
id10223\xcTMbEHfB34\00003.wav,David_Wenham/xcTMbEHfB34,24.1,32.9,David_Wenham,dev,trn
id10224\c9nhfF1CBNU\00003.wav,David_Zayas/c9nhfF1CBNU,80.5,87.7,David_Zayas,dev,trn
id10225\EpBkSkmi6uQ\00007.wav,Dawn_French/EpBkSkmi6uQ,128.4,137.2,Dawn_French,dev,trn
id10226\TgYCsqE9WWY\00001.wav,Dawn_Wells/TgYCsqE9WWY,4.6,16.9,Dawn_Wells,dev,trn
id10227\EtaRaS_l6Vo\00002.wav,Dean_Cain/EtaRaS_l6Vo,46.2,54.4,Dean_Cain,dev,trn
id10229\cwjqhPMhntg\00023.wav,Debra_Jo_Rupp/cwjqhPMhntg,1377.6,1388.3,Debra_Jo_Rupp,dev,trn
id10230\gdFX2xL6YGg\00004.wav,Deidre_Hall/gdFX2xL6YGg,144.7,150.8,Deidre_Hall,dev,trn
id10231\Cfz6KgPti3Y\00026.wav,Della_Reese/Cfz6KgPti3Y,369.6,377.9,Della_Reese,dev,trn
id10233\GSCJucPs3EQ\00001.wav,Denis_Leary/GSCJucPs3EQ,25.7,33.0,Denis_Leary,dev,trn
id10234\4PzEhoOxJAU\00035.wav,Denise_Crosby/4PzEhoOxJAU,529.5,562.0,Denise_Crosby,dev,trn
id10235\MTHJaGEJ_L8\00017.wav,Derek_Jacobi/MTHJaGEJ_L8,566.8,572.8,Derek_Jacobi,dev,trn
id10236\Zel66VhvJvE\00001.wav,Derek_Mears/Zel66VhvJvE,5.8,17.1,Derek_Mears,dev,trn
id10237\WgPGCEQDRGo\00003.wav,Derek_Theler/WgPGCEQDRGo,133.6,141.4,Derek_Theler,dev,trn
id10238\_lgVltEXy_8\00003.wav,Dermot_Mulroney/_lgVltEXy_8,66.6,73.0,Dermot_Mulroney,dev,trn
id10239\jYFAbCfBMPM\00001.wav,Diablo_Cody/jYFAbCfBMPM,148.1,155.9,Diablo_Cody,dev,trn
id10240\mtuUlAVgt1k\00004.wav,Diane_Keaton/mtuUlAVgt1k,75.3,81.3,Diane_Keaton,dev,trn
id10241\jn06nFHC8qU\00005.wav,Diane_Kruger/jn06nFHC8qU,158.0,164.8,Diane_Kruger,dev,trn
id10242\GoBIaYQRmh8\00003.wav,Dick_Van_Dyke/GoBIaYQRmh8,153.5,162.8,Dick_Van_Dyke,dev,trn
id10243\MkaafbxlTrA\00042.wav,Diego_Klattenhoff/MkaafbxlTrA,1013.4,1023.4,Diego_Klattenhoff,dev,trn
id10244\YD7TfM8yS5I\00002.wav,Diego_Luna/YD7TfM8yS5I,29.4,40.1,Diego_Luna,dev,trn
id10245\E4avUHxBoWs\00006.wav,Diogo_Morgado/E4avUHxBoWs,355.1,362.2,Diogo_Morgado,dev,trn
id10246\MmxfNnHqtJc\00007.wav,Domhnall_Gleeson/MmxfNnHqtJc,127.8,143.6,Domhnall_Gleeson,dev,trn
id10247\IvZUrnqKZsA\00014.wav,Dominic_Cooper/IvZUrnqKZsA,254.0,270.9,Dominic_Cooper,dev,trn
id10248\EqPFILuyaMQ\00012.wav,Don_Rickles/EqPFILuyaMQ,378.6,384.8,Don_Rickles,dev,trn
id10250\ywNiQmOo0lQ\00004.wav,Donald_Glover/ywNiQmOo0lQ,100.5,113.9,Donald_Glover,dev,trn
id10252\PrN-0sF8OVo\00005.wav,Donna_Mills/PrN-0sF8OVo,338.9,351.0,Donna_Mills,dev,trn
id10254\Et9Wp24GYoM\00001.wav,Donnie_Yen/Et9Wp24GYoM,30.2,36.8,Donnie_Yen,dev,trn
id10256\dAKwGq-PQqU\00002.wav,Douglas_Booth/dAKwGq-PQqU,24.4,32.4,Douglas_Booth,dev,trn
id10257\fI-1LgrsNNE\00006.wav,Dougray_Scott/fI-1LgrsNNE,121.6,133.6,Dougray_Scott,dev,trn
id10258\iVBzgO-b5z0\00008.wav,Doutzen_Kroes/iVBzgO-b5z0,658.3,665.5,Doutzen_Kroes,dev,trn
id10259\RhtEKbRiTnU\00019.wav,Dove_Cameron/RhtEKbRiTnU,255.6,261.7,Dove_Cameron,dev,trn
id10260\DOsLMpphQ_M\00058.wav,Dr._Dre/DOsLMpphQ_M,1722.6,1740.3,Dr._Dre,dev,trn
id10261\bsHsJvWiOlU\00008.wav,Drake_Bell/bsHsJvWiOlU,119.0,139.0,Drake_Bell,dev,trn
id10263\c3BejIvJgJQ\00009.wav,Dreama_Walker/c3BejIvJgJQ,165.1,188.0,Dreama_Walker,dev,trn
id10265\vM6sfLJdMc0\00008.wav,Drew_Roy/vM6sfLJdMc0,110.9,122.2,Drew_Roy,dev,trn
id10266\ZYS53P8k3Zc\00001.wav,Dustin_Milligan/ZYS53P8k3Zc,215.8,235.8,Dustin_Milligan,dev,trn
id10268\_k-FScI0YUE\00004.wav,Dylan_McDermott/_k-FScI0YUE,214.7,223.2,Dylan_McDermott,dev,trn
id10270\GWXujl-xAVM\00002.wav,Eartha_Kitt/GWXujl-xAVM,158.9,167.3,Eartha_Kitt,tst,trn
id10273\8cfyJEV7hP8\00032.wav,Eddie_Izzard/8cfyJEV7hP8,1230.1,1246.1,Eddie_Izzard,tst,trn
id10275\QjrBKqx_Xeo\00005.wav,Eddie_McClintock/QjrBKqx_Xeo,223.3,239.1,Eddie_McClintock,tst,tst
id10276\AeZoMAJ4Ejs\00009.wav,Edgar_Wright/AeZoMAJ4Ejs,142.9,152.1,Edgar_Wright,tst,trn
id10278\QOq66XogW3Q\00004.wav,Edward_Asner/QOq66XogW3Q,151.0,157.3,Edward_Asner,tst,trn
id10280\YcIZDAhexy8\00006.wav,Elaine_Cassidy/YcIZDAhexy8,112.0,130.3,Elaine_Cassidy,tst,trn
id10281\RDFdX3VxjUQ\00026.wav,Elaine_Hendrix/RDFdX3VxjUQ,1106.8,1131.8,Elaine_Hendrix,tst,trn
id10282\neQO6_CUY4w\00008.wav,Eleanor_Tomlinson/neQO6_CUY4w,157.4,163.6,Eleanor_Tomlinson,tst,trn
id10283\arklnCzCq48\00003.wav,Eli_Roth/arklnCzCq48,237.0,302.1,Eli_Roth,tst,trn
id10284\RNYNkXzY5Hk\00006.wav,Eli_Wallach/RNYNkXzY5Hk,412.8,430.6,Eli_Wallach,tst,trn
id10285\m-uILToQ9ss\00005.wav,Elisabeth_Moss/m-uILToQ9ss,147.3,160.7,Elisabeth_Moss,tst,trn
id10286\DPPq8w5ILrA\00008.wav,Elle_Fanning/DPPq8w5ILrA,116.4,134.3,Elle_Fanning,tst,trn
id10289\fGlKVvjgUdY\00008.wav,Elodie_Yung/fGlKVvjgUdY,251.4,263.2,Elodie_Yung,tst,trn
id10290\HYiqXC0B3iY\00025.wav,Emile_Hirsch/HYiqXC0B3iY,647.5,653.7,Emile_Hirsch,tst,trn
id10291\kt4P4cyTpWQ\00008.wav,Emily_Atack/kt4P4cyTpWQ,229.0,239.1,Emily_Atack,tst,trn
id10292\57KbI2UvGss\00007.wav,Emraan_Hashmi/57KbI2UvGss,377.5,383.8,Emraan_Hashmi,tst,trn
id10293\OMOpC0gi-gQ\00003.wav,Eoin_Macken/OMOpC0gi-gQ,63.6,74.1,Eoin_Macken,tst,trn
id10294\WJPpL58RruA\00002.wav,Eric_Braeden/WJPpL58RruA,26.1,35.0,Eric_Braeden,tst,trn
id10295\WxDEVkQKPow\00008.wav,Eric_Dane/WxDEVkQKPow,497.6,504.1,Eric_Dane,tst,trn
id10296\sr0JJ4UghCE\00001.wav,Eric_McCormack/sr0JJ4UghCE,31.0,48.8,Eric_McCormack,tst,trn
id10297\utAY0zpsv1U\00002.wav,Eric_Roberts/utAY0zpsv1U,7.9,26.6,Eric_Roberts,tst,trn
id10298\U_1vfIVOigA\00003.wav,Erik_Estrada/U_1vfIVOigA,47.6,54.6,Erik_Estrada,tst,trn
id10300\2cAiIYHfon0\00019.wav,Ernest_Borgnine/2cAiIYHfon0,310.0,316.2,Ernest_Borgnine,tst,trn
id10302\K2_D_tFdAgY\00007.wav,Esai_Morales/K2_D_tFdAgY,73.3,85.6,Esai_Morales,tst,trn
id10303\VCEs8oAQAiM\00016.wav,Estelle_Harris/VCEs8oAQAiM,308.6,315.6,Estelle_Harris,tst,trn
id10304\JQtDfEz08aU\00009.wav,Eugene_Levy/JQtDfEz08aU,275.4,282.4,Eugene_Levy,tst,trn
id10305\ZLzkvnq0JxI\00001.wav,Eugenio_Derbez/ZLzkvnq0JxI,21.1,30.5,Eugenio_Derbez,tst,trn
id10306\IANjHJYjfW8\00001.wav,Eva_Green/IANjHJYjfW8,32.8,41.1,Eva_Green,tst,trn
id10307\120gjdqGWNQ\00018.wav,Eva_Longoria/120gjdqGWNQ,340.3,359.2,Eva_Longoria,tst,trn
id10308\ygGJs_Rh7ds\00009.wav,Evanna_Lynch/ygGJs_Rh7ds,1158.6,1164.7,Evanna_Lynch,tst,trn
id10309\_z_BR0ERa9g\00009.wav,Ezra_Miller/_z_BR0ERa9g,227.7,237.0,Ezra_Miller,tst,trn
id10311\x5zxWJk6JZg\00005.wav,Farrah_Abraham/x5zxWJk6JZg,99.0,115.0,Farrah_Abraham,dev,tst
id10313\Tw_TRCKDeBE\00002.wav,Felicia_Day/Tw_TRCKDeBE,11.7,33.8,Felicia_Day,dev,trn
id10314\mQKN0BlVDBA\00008.wav,Felicity_Jones/mQKN0BlVDBA,109.8,116.9,Felicity_Jones,dev,trn
id10316\m-KwDEC7St8\00003.wav,Finola_Hughes/m-KwDEC7St8,126.4,132.8,Finola_Hughes,dev,trn
id10317\K0il0nc1y3U\00032.wav,Fiona_Shaw/K0il0nc1y3U,516.0,530.7,Fiona_Shaw,dev,trn
id10318\Ty-Bl6STB1Y\00014.wav,Florence_Henderson/Ty-Bl6STB1Y,163.4,172.3,Florence_Henderson,dev,trn
id10319\wFfQaIPHkJU\00002.wav,Forest_Whitaker/wFfQaIPHkJU,22.3,29.8,Forest_Whitaker,dev,trn
id10320\uTw2o6Z5jhA\00002.wav,Francia_Raisa/uTw2o6Z5jhA,70.3,79.6,Francia_Raisa,dev,trn
id10321\SpxA79ojPY4\00039.wav,Fred_Williamson/SpxA79ojPY4,1181.5,1191.0,Fred_Williamson,dev,trn
id10322\wf56LXLXPks\00001.wav,Freddie_Highmore/wf56LXLXPks,187.2,200.5,Freddie_Highmore,dev,trn
id10324\T0wl7HJdrUw\00001.wav,Freida_Pinto/T0wl7HJdrUw,112.9,130.3,Freida_Pinto,dev,trn
id10325\tLjSkUfuov8\00010.wav,Garrett_Hedlund/tLjSkUfuov8,392.6,407.3,Garrett_Hedlund,dev,trn
id10326\NKOA_Q89wDM\00050.wav,Garry_Marshall/NKOA_Q89wDM,876.0,884.2,Garry_Marshall,dev,trn
id10328\pCe311Fs8gM\00002.wav,Gaspard_Ulliel/pCe311Fs8gM,64.8,71.2,Gaspard_Ulliel,dev,trn
id10329\ntrmzQuqRhc\00001.wav,Gates_McFadden/ntrmzQuqRhc,148.6,157.5,Gates_McFadden,dev,trn
id10330\EVbm5SK02-E\00005.wav,Geena_Davis/EVbm5SK02-E,70.2,77.2,Geena_Davis,dev,trn
id10331\aiOMbdpegA0\00003.wav,Gemma_Arterton/aiOMbdpegA0,1264.6,1274.8,Gemma_Arterton,dev,trn
id10332\D1lwqtw-hMo\00004.wav,Gemma_Atkinson/D1lwqtw-hMo,117.0,123.6,Gemma_Atkinson,dev,trn
id10333\TcZTKPNO5L4\00001.wav,Geri_Halliwell/TcZTKPNO5L4,348.8,355.0,Geri_Halliwell,dev,trn
id10334\VpmzPfEfmb8\00004.wav,Gilles_Marini/VpmzPfEfmb8,93.6,105.0,Gilles_Marini,dev,trn
id10338\QVKKgciVvK4\00003.wav,Ginnifer_Goodwin/QVKKgciVvK4,37.0,43.2,Ginnifer_Goodwin,dev,trn
id10340\zSc9H971RRo\00006.wav,Giuliana_Rancic/zSc9H971RRo,242.9,250.8,Giuliana_Rancic,dev,trn
id10341\Sh1WYE0jlXA\00002.wav,Glen_Hansard/Sh1WYE0jlXA,35.2,41.4,Glen_Hansard,dev,trn
id10342\K62dGvC7BYU\00010.wav,Glenn_Close/K62dGvC7BYU,254.2,260.7,Glenn_Close,dev,trn
id10343\NQxx1WJcaE8\00029.wav,Gloria_Steinem/NQxx1WJcaE8,574.8,583.2,Gloria_Steinem,dev,trn
id10344\n7HMOkYw-PM\00003.wav,Golshifteh_Farahani/n7HMOkYw-PM,135.5,143.8,Golshifteh_Farahani,dev,trn
id10345\NLOzCF7vIio\00002.wav,Goran_Visnjic/NLOzCF7vIio,166.1,174.2,Goran_Visnjic,dev,tst
id10346\FTl-9Tw0lCc\00003.wav,Gordon_Ramsay/FTl-9Tw0lCc,101.2,112.2,Gordon_Ramsay,dev,tst
id10347\gk7zuGdbl60\00002.wav,Grant_Bowler/gk7zuGdbl60,26.8,36.5,Grant_Bowler,dev,trn
id10348\J5FZ35Ja3hQ\00010.wav,Greer_Garson/J5FZ35Ja3hQ,205.3,211.4,Greer_Garson,dev,tst
id10349\ebmuSH4EpLc\00004.wav,Greg_Finley/ebmuSH4EpLc,62.2,71.7,Greg_Finley,dev,trn
id10350\VBD6w5ScMi8\00002.wav,Greg_Grunberg/VBD6w5ScMi8,33.0,39.1,Greg_Grunberg,dev,trn
id10351\lMsf6vGr7Ew\00006.wav,Gregg_Sulkin/lMsf6vGr7Ew,100.2,107.9,Gregg_Sulkin,dev,trn
id10352\47enE06uMLU\00013.wav,Greta_Gerwig/47enE06uMLU,449.8,463.1,Greta_Gerwig,dev,trn
id10353\L0GgXMfrUgg\00004.wav,Gugu_Mbatha-Raw/L0GgXMfrUgg,177.0,222.3,Gugu_Mbatha-Raw,dev,trn
id10354\kD9KPOGegpc\00002.wav,Guillaume_Canet/kD9KPOGegpc,138.7,144.7,Guillaume_Canet,dev,trn
id10355\3NhaEc1RPaM\00057.wav,Guy_Pearce/3NhaEc1RPaM,892.0,900.3,Guy_Pearce,dev,trn
id10356\HQ1AFT2c0JE\00009.wav,Gwendoline_Christie/HQ1AFT2c0JE,336.6,351.9,Gwendoline_Christie,dev,trn
id10357\Gsu6ob6BC8w\00005.wav,Hailee_Steinfeld/Gsu6ob6BC8w,124.0,133.0,Hailee_Steinfeld,dev,trn
id10358\Svr2wx2nOH0\00006.wav,Hal_Sparks/Svr2wx2nOH0,72.0,79.8,Hal_Sparks,dev,trn
id10359\r1c8t2Z8Fjw\00005.wav,Hannah_Simone/r1c8t2Z8Fjw,613.7,621.6,Hannah_Simone,dev,trn
id10360\yBdIauv-5IA\00012.wav,Hannah_Spearritt/yBdIauv-5IA,175.6,187.0,Hannah_Spearritt,dev,trn
id10361\NtHTKtpuXT0\00029.wav,Hans_Zimmer/NtHTKtpuXT0,489.4,496.9,Hans_Zimmer,dev,trn
id10362\BX6TAVgTZIU\00006.wav,Harry_Connick_Jr./BX6TAVgTZIU,224.6,231.2,Harry_Connick_Jr.,dev,tst
id10363\oTbZXWMTGhs\00002.wav,Harry_Shum_Jr./oTbZXWMTGhs,313.5,321.4,Harry_Shum_Jr.,dev,trn
id10364\rnUmRhNqIOA\00001.wav,Harry_Treadaway/rnUmRhNqIOA,76.6,87.1,Harry_Treadaway,dev,trn
id10365\oU8-tDn-9Y0\00025.wav,Harvey_Keitel/oU8-tDn-9Y0,562.4,569.9,Harvey_Keitel,dev,trn
id10366\ljbW0T8ST80\00003.wav,Hayley_Marie_Norman/ljbW0T8ST80,93.0,100.0,Hayley_Marie_Norman,dev,tst
id10367\qivtXRptDvU\00006.wav,Heather_Graham/qivtXRptDvU,111.7,119.4,Heather_Graham,dev,trn
id10368\KZxzJ_NJZRo\00006.wav,Hector_Elizondo/KZxzJ_NJZRo,111.8,119.8,Hector_Elizondo,dev,trn
id10370\p-9X2NeQPOw\00001.wav,Heike_Makatsch/p-9X2NeQPOw,27.7,37.8,Heike_Makatsch,dev,trn
id10371\G5AlHTPuquM\00008.wav,Helena_Bonham_Carter/G5AlHTPuquM,207.2,213.9,Helena_Bonham_Carter,dev,trn
id10372\eAAQrSKNhFY\00001.wav,Henry_Cavill/eAAQrSKNhFY,52.2,59.9,Henry_Cavill,dev,trn
id10373\U8rOal2Ty-s\00003.wav,Hilarie_Burton/U8rOal2Ty-s,104.0,112.0,Hilarie_Burton,dev,tst
id10374\D4Yagdqxwao\00010.wav,Hilary_Swank/D4Yagdqxwao,285.7,294.1,Hilary_Swank,dev,trn
id10375\zkZIJN0Usko\00005.wav,Hill_Harper/zkZIJN0Usko,262.4,268.4,Hill_Harper,dev,trn
id10376\Km2Ixw5nH_g\00001.wav,Holliday_Grainger/Km2Ixw5nH_g,12.3,29.2,Holliday_Grainger,dev,trn
id10377\VLn06y6-mRA\00006.wav,Hope_Solo/VLn06y6-mRA,368.4,383.3,Hope_Solo,dev,tst
id10378\Z4KFaQPgmdM\00033.wav,Howie_Mandel/Z4KFaQPgmdM,1837.3,1845.3,Howie_Mandel,dev,trn
id10379\8N1-vd38TsM\00004.wav,Hugh_Bonneville/8N1-vd38TsM,70.4,80.2,Hugh_Bonneville,dev,trn
id10380\JlQ-wkUDUeg\00005.wav,Hugh_Dancy/JlQ-wkUDUeg,806.4,812.4,Hugh_Dancy,dev,trn
id10381\RL-O0Ut_7Ds\00005.wav,Hugh_Jackman/RL-O0Ut_7Ds,230.9,239.2,Hugh_Jackman,dev,trn
id10386\LrBefvUxHsQ\00013.wav,Ian_Somerhalder/LrBefvUxHsQ,505.7,513.5,Ian_Somerhalder,dev,trn
id10387\cTnK1TH42J8\00001.wav,Idina_Menzel/cTnK1TH42J8,129.0,139.7,Idina_Menzel,dev,trn
id10388\pBnUi0uiM7Q\00017.wav,Imelda_Staunton/pBnUi0uiM7Q,245.2,255.0,Imelda_Staunton,dev,trn
id10390\uWZRSkqJ--g\00020.wav,Indira_Varma/uWZRSkqJ--g,258.4,266.2,Indira_Varma,dev,trn
id10391\OIE4KGFLGQE\00030.wav,Ingrid_Bergman/OIE4KGFLGQE,705.9,716.2,Ingrid_Bergman,dev,trn
id10392\mbgToN6R8f0\00001.wav,Irina_Shayk/mbgToN6R8f0,9.0,16.4,Irina_Shayk,dev,trn
id10393\DMBVJM39ybM\00006.wav,Irrfan_Khan/DMBVJM39ybM,412.2,418.3,Irrfan_Khan,dev,tst
id10394\90mWMOAv0wk\00006.wav,Isla_Fisher/90mWMOAv0wk,131.6,142.7,Isla_Fisher,dev,trn
id10395\_jz7aSEQf8k\00004.wav,Iwan_Rheon/_jz7aSEQf8k,91.4,98.8,Iwan_Rheon,dev,trn
id10396\o6p9dvMaLE4\00013.wav,Izabella_Scorupco/o6p9dvMaLE4,350.6,356.6,Izabella_Scorupco,dev,trn
id10397\5bE7zSyjNSs\00033.wav,J.J._Abrams/5bE7zSyjNSs,712.2,719.5,J.J._Abrams,dev,trn
id10398\Snbg-xbG5c8\00014.wav,J.K._Simmons/Snbg-xbG5c8,148.3,181.0,J.K._Simmons,dev,trn
id10399\9loouKtho-Y\00025.wav,Jack_Black/9loouKtho-Y,346.4,355.6,Jack_Black,dev,trn
id10400\_DvLV9aicU4\00013.wav,Jack_Coleman/_DvLV9aicU4,210.3,227.2,Jack_Coleman,dev,trn
id10401\US8Uvbjt6Zg\00011.wav,Jack_Davenport/US8Uvbjt6Zg,142.4,148.4,Jack_Davenport,dev,trn
